Attribute number ,Brand,Model,Model Version,Year,Price (₹),Engine Capacity (cc),Power (hp),Torque (Nm),Top Speed (km/h),Fuel Type,Electric,Transmission Type,ABS,Fuel Tank Capacity (litres),Mileage (kmpl or km/charge),Weight (kg),Type,Country of Origin,Launch Year,Emission Standard,Wheel Type,Cooling Type,Braking System,Battery Capacity (kWh),Range per Charge (km),Charging Time (hours),Length (mm),Width (mm),Height (mm),Seat Height (mm),Seat Type,Wheelbase (mm),Max Power (bhp),Max Power (hp),Max Power (kW),Engine Displacement (cc),Engine Cylinders,Ignition System,Transmission,CO2 (g/km),Max Torque (Nm),Where Available,First Available Date/Release Date,Engine Compression Ratio,Acceleration 0-100 km/h (s),Top Speed (kmph),Storage,Warranty (y),Conclude Date
D316,Yamaha,R15 V4,Racing Blue,2023,46569.7395037156,305.371140612155,11.673799579958,21.0970784278428,101.774449444944,Petrol,No,Manual,No,10.9954762260149,84.9141314131414,132.411389138914,Cruiser,India,2019.95758775878,BS6,Alloy,Air,Disc,3.15098963709002,146.349905379342,4.10712040465408,1842.25490196078,19963.0453045304,1100,—,Single,1875,—,-2.03333333333333,—,—,9.6,—,Manual,—,161.209095240239,TW,,17:05,3.66666666666667,—,—,43.5,4/28/2021
O317,KTM,Duke 390,BS6,2023,45667.1015286536,305.076118412112,11.6672086408641,21.0839580558056,101.782754275428,Electric,Yes,Automatic,Yes,10.9909176983245,84.8435823582359,132.437137713771,Cruiser,Japan,2019.95533753375,,Alloy,Liquid,Disc,3.15039797512859,146.487450354841,4.10441272218243,1843.23529411765,20057.3537353735,1100,,Single,1882.5,—,-3.13333333333333,—,—,—,—,—,—,162.693307756733,TW,4/10/2021,36:78/+103,—,—,Underseat compartment,46,4/29/2021
N318,Honda,CB350,DLX Pro,2023,44764.4635535906,304.781096212069,11.6606177017702,21.0708376837684,101.791059105911,Electric,Yes,Automatic,No,10.986359170634,84.7730333033304,132.462886288629,Sport,India,2019.95308730873,,Alloy,Air,Drum,3.14980631316716,146.62499533034,4.10170503971079,—,20151.6621662166,1100,496,Single,1890,—,-4.23333333333333,—,—,5.%11,—,,—,164.177520273227,TW,4/11/2021,5.254861111,10/7:9,—,Underseat compartment,48.5,4/30/2021
D319,Honda,CB350,DLX Pro,2021,43861.8255785286,304.486074012026,11.6540267626763,21.0577173117312,101.799363936394,Electric,Yes,Automatic,Yes,10.9818006429436,84.7024842484249,132.488634863486,Cruiser,Japan,2019.95083708371,,Spoke,Liquid,Disc,3.14921465120573,146.762540305839,4.09899735723915,—,20245.9705970597,1100,474,Single,1897.5,—,—,-2.79,—,—,—,—,—,165.661732789721,TW,4/12/2021,—,—,—,Yes,—,5/1/2021
O320,BMW,G 310 R,ABS,2022,42959.1876034656,304.191051811983,11.6474358235824,21.044596939694,101.807668766877,Electric,Yes,Automatic,Yes,10.9772421152531,84.6319351935194,132.514383438344,Cruiser,Japan,2019.94858685869,,Spoke,Liquid,Disc,3.1486229892443,146.900085281338,4.0962896747675,—,20340.2790279028,1100,—,Single,1905,—,—,-4.29,—,—,—,Automatic,—,167.145945306215,TW,4/13/2021,,,—,No,,5/2/2021
N321,BMW,S 1000 RR,Pro M Sport,2022,42056.5496284036,303.896029611939,11.6408448844884,21.0314765676568,101.81597359736,Petrol,No,Manual,No,10.9726835875626,84.5613861386139,132.540132013201,Scooter,Austria,2019.94633663366,BS6,Spoke,Oil,Drum,3.14803132728288,147.037630256837,4.09358199229586,—,20434.5874587458,1100,,Single,1912.5,—,—,-5.79,—,100.&13,—,Automatic,101,168.630157822708,TW,4/14/2021,18:05,18.1666666666667,—,—,—,—
D322,Hero,Splendor Plus,i3S,2022,41153.9116533406,303.601007411896,11.6342539453945,21.0183561956196,101.824278427843,Petrol,No,Manual,Yes,10.9681250598722,84.4908370837084,132.565880588059,Cruiser,Japan,2019.94408640864,BS4,Spoke,Liquid,Drum,3.14743966532145,147.175175232336,4.09087430982422,—,20528.8958895889,1100,452,Single,1920,—,1.45285714285714,—,—,—,—,Manual,—,170.114370339202,TW,4/15/2021,36:78/+104,17.6666666666667,—,Underseat compartment,51,
O323,TVS,Apache RR 310,BTO Kit,2023,40251.2736782786,303.305985211853,11.6276630063006,21.0052358235824,101.832583258326,Petrol,No,Manual,Yes,10.9635665321817,84.4202880288029,132.591629162916,Commuter,China,2019.94183618362,BS6,Alloy,Liquid,Disc,3.14684800336002,147.312720207835,4.08816662735257,—,20623.204320432,1100,430,Single,1927.5,—,1.11,—,—,10.6,—,Manual,—,171.598582855696,TW,—,4.254861111,17.1666666666667,—,Underseat compartment,53.5,—
N324,Bajaj,Dominar 400,ABS,2021,39348.6357032156,303.01096301181,11.6210720672067,20.9921154515452,101.840888088809,Electric,Yes,Automatic,No,10.9590080044913,84.3497389738974,132.617377737774,Adventure,Japan,2019.9395859586,,Alloy,Oil,Disc/Drum,3.14625634139859,147.450265183334,4.08545894488093,—,20717.5127512751,1100,—,Single,1935,—,0.767142857142857,—,—,—,—,Manual,-560.7,173.08279537219,TW,,—,—,—,Yes,56,
D325,BMW,S 1000 RR,Pro M Sport,2022,38445.9977281536,302.715940811766,11.6144811281128,20.978995079508,101.849192919292,Electric,Yes,Automatic,No,10.9544494768008,84.2791899189919,132.643126312631,Sport,India,2019.93733573357,,Spoke,Air,Disc/Drum,3.14566467943716,147.587810158832,4.08275126240929,—,20811.8211821182,1100,,Single,1942.5,—,0.424285714285717,—,—,5.%12,—,Manual,-637.5,174.567007888684,TW,—,,10/7:10,—,No,58.5,5/10/2021
O326,KTM,Duke 390,BS6,2022,37543.3597530906,302.420918611723,11.6078901890189,20.9658747074708,101.857497749775,Electric,Yes,Automatic,No,10.9498909491103,84.2086408640864,132.668874887489,Scooter,Austria,2019.93508550855,,Spoke,Oil,Drum,3.14507301747574,147.725355134331,4.08004357993764,—,20906.1296129613,—,408,Single,1950,—,0.0814285714285665,—,—,—,—,Manual,-714.3,176.051220405177,TW,,19:05,—,—,—,—,5/11/2021
N327,Suzuki,Gixxer SF,250 ABS,2022,36640.7217780286,302.12589641168,11.601299249925,20.9527543354336,101.865802580258,Petrol,No,Automatic,No,10.9453324214199,84.138091809181,132.694623462346,Sport,China,2019.93283528353,Euro5,Spoke,Air,Disc,3.14448135551431,147.86290010983,4.077335897466,—,21000.4380438043,—,386,Single,1957.5,—,-0.261428571428573,-14.1187745089014,—,—,—,Manual,-791.1,177.535432921671,TW,4/16/2021,36:78/+105,,—,Underseat compartment,,5/12/2021
D328,KTM,RC 200,GP Edition,2022,35738.0838029656,301.830874211637,11.5947083108311,20.9396339633964,101.874107410741,Electric,Yes,Automatic,Yes,10.9407738937294,84.0675427542755,132.720372037204,Sport,China,2019.93058505851,,Spoke,Oil,Disc/Drum,3.14388969355288,148.000445085329,4.07462821499436,—,21094.7464746474,—,—,Single,1965,—,—,-14.7383333324,—,100.&14,—,Manual,—,179.019645438165,TW,4/17/2021,5.254861111,28.6666666666667,—,Underseat compartment,—,5/13/2021
O329,KTM,RC 200,GP Edition,2023,34835.4458279036,301.535852011594,11.5881173717372,20.9265135913591,101.882412241224,Electric,Yes,Automatic,No,10.936215366039,83.99699369937,132.746120612061,Scooter,Austria,2019.92833483348,,Spoke,Liquid,Drum,3.14329803159145,148.137990060828,4.07192053252272,—,21189.0549054905,—,,Single,1972.5,—,—,-15.3578921558985,—,—,—,Manual,—,180.503857954659,TW,4/18/2021,—,29.6666666666667,—,Yes,61,5/14/2021
N330,Royal Enfield,Himalayan,Standard,2019,33932.8078528406,301.24082981155,11.5815264326433,20.9133932193219,101.890717071707,Electric,Yes,Automatic,Yes,10.9316568383485,83.9264446444645,132.771869186919,Commuter,Austria,2019.92608460846,,Spoke,Air,Disc,3.14270636963002,148.275535036327,4.06921285005107,—,21283.3633363336,—,364,Single,1980,—,—,-15.977450979397,—,11.6,—,Manual,—,181.988070471153,TW,4/19/2021,,30.6666666666667,—,No,63.5,5/15/2021
D331,BMW,S 1000 RR,Pro M Sport,2022,33030.1698777786,300.945807611507,11.5749354935494,20.9002728472847,101.89902190219,Electric,Yes,Automatic,No,10.927098310658,83.855895589559,132.797617761776,Commuter,China,2019.92383438344,,Spoke,Air,Disc/Drum,3.14211470766859,148.413080011826,4.06650516757943,—,21377.6717671767,—,342,Single,1987.5,—,—,-16.5970098028956,—,—,—,Manual,—,183.472282987646,TW,4/20/2021,20:05,—,—,—,66,—
O332,Bajaj,Dominar 400,ABS,2023,32127.5319027156,300.650785411464,11.5683445544554,20.8871524752475,101.907326732673,Electric,Yes,Automatic,No,10.9225397829676,83.7853465346535,132.823366336634,Commuter,India,2019.92158415842,,Alloy,Oil,Disc/Drum,3.14152304570717,148.550624987325,4.06379748510779,—,21471.9801980198,—,—,Single,1995,—,—,-17.2165686263941,—,5.%13,—,Manual,—,184.95649550414,TW,4/21/2021,36:78/+106,10/7:11,—,Underseat compartment,68.5,5/3/2021
N333,TVS,Apache RTR 160 4V,Disc,2019,31224.8939276536,300.355763211421,11.5617536153615,20.8740321032103,101.915631563156,Electric,Yes,Automatic,No,10.9179812552771,83.714797479748,132.849114911491,Commuter,Japan,2019.91933393339,,Spoke,Liquid,Disc/Drum,3.14093138374574,148.688169962824,4.06108980263614,—,21566.2886288629,—,,Single,2002.5,—,—,-17.8361274498926,—,—,—,Manual,102,186.440708020634,TW,—,8.254861111,—,—,Underseat compartment,—,5/4/2021
D334,Royal Enfield,Meteor 350,Fireball,2020,30322.2559525906,300.060741011377,11.5551626762676,20.8609117311731,101.923936393639,Electric,Yes,Automatic,Yes,10.9134227275866,83.6442484248425,132.874863486349,Adventure,India,2019.91708370837,,Spoke,Oil,Disc,3.14033972178431,148.825714938323,4.0583821201645,—,21660.5970597059,—,320,Single,2010,—,—,-18.4556862733911,—,—,—,Manual,—,187.924920537128,TW,,—,,—,Yes,,5/5/2021
O335,TVS,Apache RR 310,BTO Kit,2021,29419.6179775276,299.765718811334,11.5485717371737,20.8477913591359,101.932241224122,Electric,Yes,Automatic,No,10.9088641998962,83.573699369937,132.900612061206,Cruiser,Austria,2019.91483348335,,Alloy,Oil,Disc,3.13974805982288,148.963259913822,4.05567443769286,—,21754.905490549,—,298,Single,2017.5,—,—,-19.0752450968897,—,100.&15,—,—,—,189.409133053622,TW,—,,39.1666666666667,—,No,—,5/6/2021
N336,Bajaj,Pulsar 150,Twin Disc,2020,28516.9800024656,299.470696611291,11.5419807980798,20.8346709870987,101.940546054605,Electric,Yes,Automatic,No,10.9043056722057,83.5031503150315,132.926360636064,Adventure,Austria,2019.91258325833,,Alloy,Liquid,Disc/Drum,3.13915639786145,149.100804889321,4.05296675522121,—,21849.2139213921,—,—,Single,2025,—,—,-19.6948039203882,—,—,—,,-793.25,190.893345570115,TW,,21:05,41.6666666666667,—,—,71,5/7/2021
D337,KTM,Duke 390,BS6,2023,27614.3420274026,299.175674411248,11.5353898589859,20.8215506150615,101.948850885089,Electric,Yes,Automatic,Yes,10.8997471445153,83.4326012601261,132.952109210921,Adventure,China,2019.9103330333,,Alloy,Air,Drum,3.13856473590003,149.23834986482,4.05025907274957,—,21943.5223522352,—,,Single,2032.5,—,—,-20.3143627438867,—,12.6,—,—,-896,192.377558086609,TW,4/22/2021,36:78/+107,44.1666666666667,—,Underseat compartment,73.5,—
O338,Harley-Davidson,Street 750,Standard,2020,26711.7040523406,298.880652211205,11.528798919892,20.8084302430243,101.957155715572,Electric,Yes,Automatic,Yes,10.8951886168248,83.3620522052206,132.977857785779,Commuter,Japan,2019.90808280828,,Spoke,Air,Disc,3.1379730739386,149.375894840319,4.04755139027793,—,22037.8307830783,—,276,Single,2040,—,—,-20.9339215673853,—,—,—,Automatic,-998.75,193.861770603103,TW,4/23/2021,9.254861111,—,—,Underseat compartment,76,
N339,BMW,S 1000 RR,Pro M Sport,2021,25809.0660772776,298.585630011161,11.5222079807981,20.7953098709871,101.965460546055,Electric,Yes,Automatic,No,10.8906300891343,83.2915031503151,133.003606360636,Commuter,India,2019.90583258326,,Alloy,Liquid,Drum,3.13738141197717,149.513439815818,4.04484370780628,—,22132.1392139214,—,254,Single,2047.5,—,—,-21.5534803908838,—,5.%14,—,Automatic,-1101.5,195.345983119597,TW,4/24/2021,—,10/7:12,—,Yes,78.5,—
D340,BMW,S 1000 RR,Pro M Sport,2022,24906.4281022156,298.290607811118,11.5156170417042,20.7821894989499,101.973765376538,Petrol,No,Automatic,Yes,10.8860715614439,83.2209540954096,133.029354935494,Commuter,Austria,2019.90358235824,Euro5,Alloy,Air,Disc/Drum,3.13678975001574,149.650984791317,4.04213602533464,—,22226.4476447644,—,—,Double,2055,—,—,-22.1730392143823,—,—,—,Manual,—,196.830195636091,TW,4/25/2021,,—,—,No,—,
O341,KTM,RC 200,GP Edition,2022,24003.7901271526,297.995585611075,11.5090261026103,20.7690691269127,101.982070207021,Electric,Yes,Automatic,Yes,10.8815130337534,83.1504050405041,133.055103510351,Adventure,Austria,2019.90133213321,,Spoke,Air,Disc,3.13619808805431,149.788529766816,4.039428342863,—,22320.7560756075,—,,double,2062.5,—,—,-22.7925980378808,—,—,—,Manual,—,198.314408152584,TW,4/26/2021,22:05,,—,—,,5/16/2021
N342,BMW,G 310 R,ABS,2021,23101.1521520906,297.700563411032,11.5024351635164,20.7559487548755,101.990375037504,Petrol,No,Automatic,No,10.876954506063,83.0798559855986,133.080852085209,Commuter,Japan,2019.89908190819,Euro5,Spoke,Oil,Disc,3.13560642609289,149.926074742315,4.03672066039135,—,22415.0645064506,—,232,—,2070,—,—,-23.4121568613794,—,100.&16,—,Manual,—,199.798620669078,TW,4/27/2021,36:78/+108,49.6666666666667,—,Underseat compartment,—,5/17/2021
D343,Bajaj,Pulsar 150,Twin Disc,2020,22198.5141770276,297.405541210988,11.4958442244224,20.7428283828383,101.998679867987,Electric,Yes,Automatic,No,10.8723959783725,83.0093069306931,133.106600660066,Sport,Austria,2019.89683168317,,Alloy,Liquid,Disc/Drum,3.13501476413146,150.063619717814,4.03401297791971,—,22509.3729372937,—,210,,2077.5,—,—,—,—,—,—,Manual,—,—,TW,—,8.254861111,53.6666666666667,—,Underseat compartment,81,5/18/2021
O344,KTM,RC 200,GP Edition,2023,21295.8762019656,297.110519010945,11.4892532853285,20.7297080108011,102.00698469847,Electric,Yes,Automatic,Yes,10.867837450682,82.9387578757876,133.132349234923,Adventure,Japan,2019.89458145815,,Spoke,Oil,Drum,3.13442310217003,150.201164693313,4.03130529544807,—,22603.6813681368,—,—,Single,2085,—,—,—,—,13.6,—,Manual,—,—,TW,,—,57.6666666666667,—,Yes,83.5,5/19/2021
N345,Kawasaki,Ninja 300,KRT Edition,2021,20393.2382269026,296.815496810902,11.4826623462346,20.7165876387639,102.015289528953,Petrol,No,Manual,Yes,10.8632789229916,82.8682088208821,133.158097809781,Adventure,Japan,2019.89233123312,Euro5,Alloy,Oil,Drum,3.1338314402086,150.338709668812,4.02859761297642,—,22697.9897989799,—,,Single,2092.5,—,—,—,—,—,—,Manual,105,—,TW,—,,—,—,No,86,5/20/2021
D346,Yamaha,FZ-S FI,Version 3.0,2020,19490.6002518406,296.520474610859,11.4760714071407,20.7034672667267,102.023594359436,Electric,Yes,Automatic,No,10.8587203953011,82.7976597659766,133.183846384638,Scooter,China,2019.8900810081,,Alloy,Air,Disc,3.13323977824717,150.476254644311,4.02588993050478,—,22792.298229823,—,188,Double,2100,—,—,—,—,5.%15,—,Manual,—,—,TW,,23:05,10/7:13,—,—,88.5,5/21/2021
O347,Hero,Splendor Plus,i3S,2018,18587.9622767776,296.225452410816,11.4694804680468,20.6903468946895,102.031899189919,Petrol,No,Manual,Yes,10.8541618676107,82.7271107110711,133.209594959496,Adventure,Austria,2019.88783078308,Euro5,Spoke,Air,Drum,3.13264811628575,150.61379961981,4.02318224803314,—,22886.606660666,—,166,double,2107.5,—,—,—,—,—,—,Manual,—,—,TW,4/28/2021,36:78/+109,—,—,Underseat compartment,—,—
N348,Harley-Davidson,Iron 883,Custom,2018,17685.3243017156,295.930430210772,11.4628895289529,20.6772265226523,102.040204020402,Electric,Yes,Automatic,Yes,10.8496033399202,82.6565616561657,133.235343534353,Cruiser,Austria,2019.88558055806,,Spoke,Liquid,Disc,3.13205645432432,150.751344595309,4.0204745655615,—,22980.9150915091,—,—,—,2115,—,—,—,—,—,—,Manual,-1025.8,—,TW,4/29/2021,11.254861111,,—,Underseat compartment,,5/8/2021
D349,Royal Enfield,Meteor 350,Fireball,2021,16782.6863266526,295.635408010729,11.456298589859,20.6641061506151,102.048508850885,Electric,Yes,Automatic,No,10.8450448122297,82.5860126012602,133.261092109211,Adventure,Japan,2019.88333033303,,Spoke,Air,Drum,3.13146479236289,150.888889570808,4.01776688308985,—,23075.2235223522,—,,,—,—,—,—,—,100.&17,—,Manual,-1154.5,—,TW,4/30/2021,—,60.1666666666667,—,Yes,—,5/9/2021
O350,Kawasaki,Z650,BS6,2021,15880.0483515906,295.340385810686,11.4497076507651,20.6509857785779,102.056813681368,Electric,Yes,Automatic,Yes,10.8404862845393,82.5154635463547,133.286840684068,Cruiser,Austria,2019.88108010801,,Alloy,Liquid,Drum,3.13087313040146,151.026434546306,4.01505920061821,—,23169.5319531953,—,144,Single,—,—,—,—,—,—,—,Manual,-1283.2,—,TW,5/1/2021,,65.6666666666667,—,No,91,5/10/2021
N351,Harley-Davidson,Iron 883,Custom,2019,14977.4103765276,295.045363610643,11.4431167116712,20.6378654065407,102.065118511851,Petrol,No,Automatic,Yes,10.8359277568488,82.4449144914492,133.312589258926,Scooter,Japan,2019.87882988299,Euro5,Spoke,Air,Disc,3.13028146844003,151.163979521805,4.01235151814657,—,23263.8403840384,—,122,Single,—,—,—,—,—,14.6,—,Manual,-1411.9,—,TW,5/2/2021,0:05,71.1666666666667,—,—,93.5,5/11/2021
D352,Suzuki,Gixxer SF,250 ABS,2022,14074.7724014656,294.7503414106,11.4365257725773,20.6247450345035,102.073423342334,Electric,Yes,Automatic,No,10.8313692291584,82.3743654365437,133.338337833783,Adventure,Austria,2019.87657965797,,Alloy,Liquid,Disc,3.12968980647861,151.301524497304,4.00964383567492,—,23358.1488148815,—,—,Double,—,—,—,—,—,—,—,Manual,—,—,TW,5/3/2021,36:78/+110,—,—,Underseat compartment,96,5/12/2021
O353,KTM,RC 200,GP Edition,2023,13172.1344264026,294.455319210556,11.4299348334833,20.6116246624663,102.081728172817,Electric,Yes,Automatic,Yes,10.8268107014679,82.3038163816382,133.364086408641,Commuter,China,2019.87432943294,,Spoke,Oil,Disc/Drum,3.12909814451718,151.439069472803,4.00693615320328,—,23452.4572457245,—,,double,—,—,—,—,—,5.%16,—,—,—,—,TW,—,12.25486111,10/7:14,—,Underseat compartment,98.5,—
N354,Suzuki,Gixxer SF,250 ABS,2021,12269.4964513406,294.160297010513,11.4233438943894,20.5985042904291,102.0900330033,Electric,Yes,Automatic,No,10.8222521737774,82.2332673267327,133.389834983498,Sport,Austria,2019.87207920792,,Alloy,Liquid,Disc/Drum,3.12850648255575,151.576614448302,4.00422847073164,—,23546.7656765676,—,100,—,—,—,—,—,—,—,—,,—,—,TW,,—,—,—,Yes,—,
D355,Harley-Davidson,Iron 883,Custom,2018,11366.8584762776,293.86527481047,11.4167529552955,20.5853839183919,102.098337833783,Petrol,No,Manual,No,10.817693646087,82.1627182718272,133.415583558356,Commuter,Austria,2019.8698289829,BS6,Alloy,Liquid,Disc,3.12791482059432,151.714159423801,4.00152078825999,—,23641.0741074107,—,78,,—,—,—,—,—,—,—,—,—,—,TW,—,,,—,No,,—
O356,Kawasaki,Ninja 300,KRT Edition,2020,10464.2205012156,293.570252610427,11.4101620162016,20.5722635463546,102.106642664266,Petrol,No,Automatic,No,10.8131351183965,82.0921692169217,133.441332133213,Commuter,China,2019.86757875788,BS6,Spoke,Oil,Disc/Drum,3.12732315863289,151.8517043993,3.99881310578835,—,23735.3825382538,—,—,Single,—,—,—,—,—,100.&18,—,Automatic,—,—,TW,,1:05,70.6666666666667,—,—,—,
N357,Kawasaki,Z650,BS6,2023,9561.5825261526,293.275230410383,11.4035710771077,20.5591431743174,102.114947494749,Electric,Yes,Automatic,Yes,10.8085765907061,82.0216201620162,133.467080708071,Commuter,Austria,2019.86532853285,,Alloy,Oil,Drum,3.12673149667146,151.989249374799,3.99610542331671,—,23829.6909690969,—,,Single,—,—,—,—,—,—,—,Automatic,106,—,TW,5/4/2021,36:78/+111,77.6666666666667,—,Underseat compartment,101,5/22/2021
D358,Yamaha,FZ-S FI,Version 3.0,2022,8658.94455109062,292.98020821034,11.3969801380138,20.5460228022802,102.123252325233,Electric,Yes,Automatic,No,10.8040180630156,81.9510711071108,133.492829282928,Sport,Japan,2019.86307830783,,Spoke,Air,Disc,3.12613983471004,152.126794350298,3.99339774084506,—,23923.99939994,—,56,Double,—,—,—,—,—,15.6,—,Manual,—,—,TW,5/5/2021,11.25486111,84.6666666666667,—,Underseat compartment,103.5,5/23/2021
O359,Bajaj,Pulsar 150,Twin Disc,2019,7756.30657602762,292.685186010297,11.3903891989199,20.532902430243,102.131557155716,Electric,Yes,Automatic,Yes,10.7994595353251,81.8805220522053,133.518577857786,Commuter,India,2019.86082808281,,Spoke,Air,Disc,3.12554817274861,152.264339325797,3.99069005837342,—,24018.307830783,—,34,double,—,—,—,—,—,—,—,Manual,—,—,TW,5/6/2021,—,—,—,Yes,106,5/24/2021
